Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Department Id,Department Name,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,2,4,44.33000183,392.2600098,Advance shipping,0,66,Crafts,Webster,EE. UU.,14759,Consumer,NY,4,Apparel,Europe,Madrid,España,14759,11/5/2017 10:16,71206,1353,69.22000122,0.150000006,174521,461.480011,0.109999999,1,461.480011,392.2600098,44.33000183,Southern Europe,Madrid,PENDING_PAYMENT,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,11/7/2017 10:16,Standard Class
DEBIT,3,4,47.3199997,181.9900055,Advance shipping,0,48,Water Sports,New York,EE. UU.,6843,Consumer,NY,7,Fan Shop,Pacific Asia,Bangkok,Tailandia,6843,11/8/2015 16:12,21352,1073,18.0,0.090000004,53395,199.9900055,0.25999999,1,199.9900055,181.9900055,47.3199997,Southeast Asia,Bangkok,ON_HOLD,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,11/11/2015 16:12,Standard Class
CASH,2,1,2.460000038,122.8399963,Late delivery,1,18,Men's Footwear,La Mirada,EE. UU.,11099,Corporate,CA,4,Apparel,Pacific Asia,Murray Bridge,Australia,11099,11/8/2015 21:27,21367,403,7.150000095,0.059999999,53431,129.9900055,0.02,1,129.9900055,122.8399963,2.460000038,Oceania,Australia del Sur,CLOSED,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 21:27,First Class
CASH,3,2,-38.61000061,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,9332,Consumer,PR,4,Apparel,Pacific Asia,Arbil,Irak,9332,11/9/2016 1:51,46452,403,1.299999952,0.01,116146,129.9900055,-0.300000012,1,129.9900055,128.6900024,-38.61000061,West Asia,Arbil,CLOSED,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/12/2016 1:51,Second Class
PAYMENT,2,1,10.39999962,103.9899979,Late delivery,1,18,Men's Footwear,Bakersfield,EE. UU.,7656,Corporate,CA,4,Apparel,Pacific Asia,Gujranwala,Pakistán,7656,12/13/2015 13:10,23741,403,26.0,0.200000003,59405,129.9900055,0.100000001,1,129.9900055,103.9899979,10.39999962,South Asia,Punyab,PENDING_PAYMENT,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/15/2015 13:10,First Class
TRANSFER,2,1,6.96999979,55.79000092,Shipping canceled,0,17,Cleats,Caguas,Puerto Rico,9680,Consumer,PR,4,Apparel,Pacific Asia,Kuala Lumpur,Malasia,9680,12/13/2015 13:52,23743,365,4.199999809,0.07,59413,59.99000168,0.129999995,1,59.99000168,55.79000092,6.96999979,Southeast Asia,Kuala Lumpur,CANCELED,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/15/2015 13:52,First Class
DEBIT,2,1,27.03000069,161.8699951,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,17382,Consumer,PR,4,Apparel,Pacific Asia,Yangzhou,China,17382,12/13/2017 17:14,73829,1363,53.95999908,0.25,177144,215.8200073,0.170000002,1,215.8200073,161.8699951,27.03000069,Eastern Asia,Jiangsu,COMPLETE,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/15/2017 17:14,First Class
TRANSFER,6,4,117.5899963,335.980011,Shipping canceled,0,45,Fishing,North Richland Hills,EE. UU.,7113,Corporate,TX,7,Fan Shop,USCA,Saskatoon,Canada,7113,12/14/2016 5:29,48860,1004,64.0,0.159999996,122168,399.980011,0.349999994,1,399.980011,335.980011,117.5899963,Canada,Saskatchewan,SUSPECTED_FRAUD,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/20/2016 5:29,Standard Class
TRANSFER,1,0,22.73999977,45.47999954,Late delivery,1,46,Indoor/Outdoor Games,Fort Lauderdale,EE. UU.,2198,Corporate,FL,7,Fan Shop,Pacific Asia,Ho Chi Minh City,Vietnam,2198,12/16/2015 16:09,23955,1014,4.5,0.090000004,59972,49.97999954,0.5,1,49.97999954,45.47999954,22.73999977,Southeast Asia,Ciudad Ho Chi Minh,PROCESSING,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/17/2015 4:09,Same Day
TRANSFER,6,2,-54.95000076,74.97000122,Late delivery,1,40,Accessories,Powder Springs,EE. UU.,7564,Consumer,GA,6,Outdoors,Pacific Asia,Sydney,Australia,7564,12/17/2015 6:10,23995,893,24.98999977,0.25,60053,24.98999977,-0.730000019,4,99.95999908,74.97000122,-54.95000076,Oceania,Nueva Gales del Sur,PENDING,893,40,,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,12/23/2015 6:10,Second Class
DEBIT,2,2,39.97999954,118.2900009,Shipping on time,0,18,Men's Footwear,San Diego,EE. UU.,4595,Home Office,CA,4,Apparel,Pacific Asia,Sydney,Australia,4595,12/17/2015 6:31,23996,403,11.69999981,0.090000004,60055,129.9900055,0.340000004,1,129.9900055,118.2900009,39.97999954,Oceania,Nueva Gales del Sur,COMPLETE,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/19/2015 6:31,Second Class
PAYMENT,3,2,53.27999878,163.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,11076,Corporate,PR,7,Fan Shop,Pacific Asia,Riyadh,Arabia Saudí,11076,12/17/2016 6:00,49067,1014,35.99000168,0.180000007,122681,49.97999954,0.330000013,4,199.9199982,163.9299927,53.27999878,West Asia,Riad,PENDING_PAYMENT,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/20/2016 6:00,Second Class
TRANSFER,5,4,67.3199997,395.980011,Late delivery,1,45,Fishing,Elk Grove,EE. UU.,9161,Consumer,CA,7,Fan Shop,Pacific Asia,Dumai,Indonesia,9161,12/18/2015 15:05,24089,1004,4.0,0.01,60272,399.980011,0.170000002,1,399.980011,395.980011,67.3199997,Southeast Asia,Riau,PENDING,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/23/2015 15:05,Standard Class
CASH,3,2,40.68000031,359.980011,Late delivery,1,45,Fishing,Bloomfield,EE. UU.,1094,Consumer,NJ,7,Fan Shop,Pacific Asia,Xinghua,China,1094,12/18/2015 21:24,24107,1004,40.0,0.100000001,60316,399.980011,0.109999999,1,399.980011,359.980011,40.68000031,Eastern Asia,Jiangsu,CLOSED,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/21/2015 21:24,Second Class
DEBIT,5,4,24.28000069,52.79000092,Late delivery,1,17,Cleats,Trujillo Alto,Puerto Rico,5874,Corporate,PR,4,Apparel,Africa,Agadir,Marruecos,5874,12/18/2016 15:59,49164,365,7.199999809,0.119999997,122932,59.99000168,0.460000008,1,59.99000168,52.79000092,24.28000069,North Africa,Sus-Masa-Draa,COMPLETE,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/23/2016 15:59,Standard Class
TRANSFER,6,4,32.75999832,136.5,Late delivery,1,24,Women's Apparel,Hollywood,EE. UU.,11827,Consumer,FL,5,Golf,Pacific Asia,Surat,India,11827,12/2/2015 17:34,23000,502,13.5,0.090000004,57572,50.0,0.239999995,3,150.0,136.5,32.75999832,South Asia,Guyarat,PROCESSING,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/8/2015 17:34,Standard Class
DEBIT,5,4,-50.59999847,237.5599976,Late delivery,1,17,Cleats,Caguas,Puerto Rico,2248,Home Office,PR,4,Apparel,Pacific Asia,Ajmer,India,2248,12/2/2015 4:57,22964,365,2.400000095,0.01,57472,59.99000168,-0.209999993,4,239.9600067,237.5599976,-50.59999847,South Asia,Rajastán,COMPLETE,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/7/2015 4:57,Standard Class
PAYMENT,2,4,18.75,150.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,633,Home Office,PR,5,Golf,Pacific Asia,Gladstone,Australia,633,12/2/2015 5:39,22966,502,50.0,0.25,57473,50.0,0.129999995,4,200.0,150.0,18.75,Oceania,Queensland,PENDING_PAYMENT,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/4/2015 5:39,Standard Class
PAYMENT,2,4,57.59999847,192.0,Advance shipping,0,24,Women's Apparel,Brooklyn,EE. UU.,3895,Consumer,NY,5,Golf,Europe,Makhachkala,Rusia,3895,12/2/2016 17:03,48071,502,8.0,0.039999999,120208,50.0,0.300000012,4,200.0,192.0,57.59999847,Eastern Europe,Daguestán,PENDING_PAYMENT,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/4/2016 17:03,Standard Class
DEBIT,5,4,34.04999924,129.4600067,Late delivery,1,37,Electronics,Caguas,Puerto Rico,3857,Consumer,PR,6,Outdoors,Africa,Arusha,Tanzania,3857,12/21/2016 1:47,49329,821,26.51000023,0.170000002,123317,51.99000168,0.25999999,3,155.9700012,129.4600067,34.04999924,East Africa,Arusha,COMPLETE,821,37,,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,0,12/26/2016 1:47,Standard Class
DEBIT,5,2,7.559999943,377.980011,Late delivery,1,45,Fishing,San Antonio,EE. UU.,3519,Consumer,TX,7,Fan Shop,Pacific Asia,Bangalore,India,3519,12/22/2015 17:11,24369,1004,22.0,0.059999999,60952,399.980011,0.02,1,399.980011,377.980011,7.559999943,South Asia,Karnataka,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/27/2015 17:11,Second Class
PAYMENT,2,1,37.31000137,106.5899963,Late delivery,1,18,Men's Footwear,San Diego,EE. UU.,139,Home Office,CA,4,Apparel,Pacific Asia,Rangún,Myanmar (Birmania),139,12/22/2015 9:50,24348,403,23.39999962,0.180000007,60906,129.9900055,0.349999994,1,129.9900055,106.5899963,37.31000137,Southeast Asia,Rangún,PENDING_PAYMENT,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/24/2015 9:50,First Class
TRANSFER,2,4,43.84000015,151.1699982,Shipping canceled,0,17,Cleats,Chicago,EE. UU.,8060,Consumer,IL,4,Apparel,Pacific Asia,Rangún,Myanmar (Birmania),8060,12/24/2015 1:25,24461,365,28.79999924,0.159999996,61218,59.99000168,0.289999992,3,179.9700012,151.1699982,43.84000015,Southeast Asia,Rangún,CANCELED,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/26/2015 1:25,Standard Class
TRANSFER,2,1,15.15999985,93.0,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,1760,Consumer,PR,5,Golf,Europe,Praga,República Checa,1760,12/26/2016 3:00,49675,502,7.0,0.07,124176,50.0,0.159999996,2,100.0,93.0,15.15999985,Eastern Europe,Praga,CANCELED,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/28/2016 3:00,First Class
DEBIT,6,4,34.99000168,124.9499969,Late delivery,1,40,Accessories,Fresno,EE. UU.,6834,Consumer,CA,6,Outdoors,Pacific Asia,Lahore,Pakistán,6834,12/3/2015 4:05,23030,906,0.0,0.0,57657,24.98999977,0.280000001,5,124.9499969,124.9499969,34.99000168,South Asia,Punyab,COMPLETE,906,40,,http://images.acmesports.sports/Team+Golf+Tennessee+Volunteers+Putter+Grip,Team Golf Tennessee Volunteers Putter Grip,24.98999977,0,12/9/2015 4:05,Standard Class
PAYMENT,4,4,96.72000122,371.980011,Shipping on time,0,45,Fishing,Chicago,EE. UU.,7571,Consumer,IL,7,Fan Shop,Pacific Asia,Seúl,Corea del Sur,7571,12/30/2015 12:16,24903,1004,28.0,0.07,62401,399.980011,0.25999999,1,399.980011,371.980011,96.72000122,Eastern Asia,Seúl,PENDING_PAYMENT,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/3/2016 12:16,Standard Class
DEBIT,2,4,13.36999989,118.2900009,Advance shipping,0,18,Men's Footwear,Dallas,EE. UU.,7814,Corporate,TX,4,Apparel,Africa,Marrakech,Marruecos,7814,12/30/2016 1:57,49946,403,11.69999981,0.090000004,124866,129.9900055,0.109999999,1,129.9900055,118.2900009,13.36999989,North Africa,Marrakech-Tensift-Al Hauz,COMPLETE,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/1/2017 1:57,Standard Class
PAYMENT,2,4,4.730000019,118.2900009,Advance shipping,0,18,Men's Footwear,Riverside,EE. UU.,10731,Consumer,CA,4,Apparel,Africa,Mogadishu,Somalia,10731,12/30/2016 21:13,50001,403,11.69999981,0.090000004,125011,129.9900055,0.039999999,1,129.9900055,118.2900009,4.730000019,East Africa,Benadir,PENDING_PAYMENT,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/1/2017 21:13,Standard Class
DEBIT,3,2,9.300000191,93.0,Late delivery,1,24,Women's Apparel,Piscataway,EE. UU.,1607,Corporate,NJ,5,Golf,Pacific Asia,Zhongxiang,China,1607,12/31/2015 14:12,24977,502,7.0,0.07,62584,50.0,0.100000001,2,100.0,93.0,9.300000191,Eastern Asia,Hubei,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/3/2016 14:12,Second Class
TRANSFER,5,2,45.0,149.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,5082,Corporate,PR,7,Fan Shop,USCA,London,Canada,5082,12/31/2016 0:01,50009,1073,50.0,0.25,125035,199.9900055,0.300000012,1,199.9900055,149.9900055,45.0,Canada,Ontario,PROCESSING,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/5/2017 0:01,Second Class
CASH,4,4,52.40000153,109.1699982,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,911,Corporate,PR,5,Golf,Pacific Asia,Medan,Indonesia,911,12/4/2015 17:55,23138,627,10.80000019,0.090000004,57935,39.99000168,0.479999989,3,119.9700012,109.1699982,52.40000153,Southeast Asia,Sumatra Septentrional,CLOSED,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/8/2015 17:55,Standard Class
CASH,3,4,40.11000061,110.4899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,7215,Consumer,PR,4,Apparel,Europe,Zagreb,Croacia,7215,12/4/2016 16:42,48207,403,19.5,0.150000006,120562,129.9900055,0.360000014,1,129.9900055,110.4899979,40.11000061,Southern Europe,Grad Zagreb,CLOSED,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/7/2016 16:42,Standard Class
PAYMENT,4,4,76.04000092,224.9600067,Shipping on time,0,17,Cleats,Carol Stream,EE. UU.,9864,Consumer,IL,4,Apparel,Pacific Asia,Seúl,Corea del Sur,9864,12/5/2015 20:11,23213,365,74.98999786,0.25,58118,59.99000168,0.340000004,5,299.9500122,224.9600067,76.04000092,Eastern Asia,Seúl,PENDING_PAYMENT,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/9/2015 20:11,Standard Class
CASH,5,4,-28.34000015,23.62000084,Late delivery,1,40,Accessories,Virginia Beach,EE. UU.,1898,Consumer,VA,6,Outdoors,Pacific Asia,Da Nang,Vietnam,1898,12/6/2015 15:49,23269,897,1.370000005,0.059999999,58266,24.98999977,-1.200000048,1,24.98999977,23.62000084,-28.34000015,Southeast Asia,Dà Nang,CLOSED,897,40,,http://images.acmesports.sports/Team+Golf+New+England+Patriots+Putter+Grip,Team Golf New England Patriots Putter Grip,24.98999977,0,12/11/2015 15:49,Standard Class
DEBIT,6,4,27.19000053,217.5,Late delivery,1,24,Women's Apparel,San Diego,EE. UU.,6776,Consumer,CA,5,Golf,Europe,Zagreb,Croacia,6776,12/7/2016 22:50,48430,502,32.5,0.129999995,121120,50.0,0.129999995,5,250.0,217.5,27.19000053,Southern Europe,Grad Zagreb,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/13/2016 22:50,Standard Class
PAYMENT,2,4,40.79999924,254.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,6113,Corporate,PR,7,Fan Shop,Europe,Oradea,Rumania,6113,12/8/2016 14:57,48476,957,45.0,0.150000006,121243,299.980011,0.159999996,1,299.980011,254.9799957,40.79999924,Eastern Europe,Bihor,PENDING_PAYMENT,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,12/10/2016 14:57,Standard Class
DEBIT,4,4,19.57999992,43.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,393,Corporate,PR,5,Golf,Pacific Asia,Mataram,Indonesia,393,2/1/2016 8:33,27153,502,6.5,0.129999995,68023,50.0,0.449999988,1,50.0,43.5,19.57999992,Southeast Asia,Nusatenggara Occidental,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/5/2016 8:33,Standard Class
CASH,0,0,180.3000031,391.9599915,Shipping on time,0,9,Cardio Equipment,Raleigh,EE. UU.,1240,Consumer,NC,3,Footwear,LATAM,Cúcuta,Colombia,1240,2/1/2017 8:44,52226,191,8.0,0.02,130472,99.98999786,0.460000008,4,399.9599915,391.9599915,180.3000031,South America,Norte de Santander,CLOSED,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/1/2017 20:44,Same Day
TRANSFER,6,4,16.02000046,181.9900055,Late delivery,1,48,Water Sports,Long Beach,EE. UU.,2462,Consumer,CA,7,Fan Shop,Pacific Asia,Gold Coast,Australia,2462,2/10/2016 5:12,27760,1073,18.0,0.090000004,69492,199.9900055,0.090000004,1,199.9900055,181.9900055,16.02000046,Oceania,Queensland,PROCESSING,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,2/16/2016 5:12,Standard Class
PAYMENT,6,4,21.78000069,247.5,Late delivery,1,24,Women's Apparel,Newburgh,EE. UU.,2581,Home Office,NY,5,Golf,LATAM,Vitória,Brasil,2581,2/11/2017 6:37,52905,502,2.5,0.01,132263,50.0,0.090000004,5,250.0,247.5,21.78000069,South America,Espíritu Santo,PENDING_PAYMENT,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/17/2017 6:37,Standard Class
PAYMENT,2,4,113.3499985,236.1600037,Advance shipping,0,46,Indoor/Outdoor Games,Mechanicsburg,EE. UU.,3839,Consumer,PA,7,Fan Shop,Pacific Asia,Coffs Harbour,Australia,3839,2/12/2016 8:21,27906,1014,13.73999977,0.059999999,69847,49.97999954,0.479999989,5,249.8999939,236.1600037,113.3499985,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,2/14/2016 8:21,Standard Class
TRANSFER,4,2,47.50999832,110.4899979,Late delivery,1,18,Men's Footwear,Paramount,EE. UU.,5499,Consumer,CA,4,Apparel,LATAM,Chihuahua,México,5499,2/13/2015 16:13,2993,403,19.5,0.150000006,7462,129.9900055,0.430000007,1,129.9900055,110.4899979,47.50999832,Central America,Chihuahua,PROCESSING,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/17/2015 16:13,Second Class
PAYMENT,6,4,52.5,150.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,2942,Consumer,PR,5,Golf,LATAM,La Plata,Argentina,2942,2/15/2015 14:28,3125,502,0.0,0.0,7787,50.0,0.349999994,3,150.0,150.0,52.5,South America,Buenos Aires (provincia),PAYMENT_REVIEW,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/21/2015 14:28,Standard Class
PAYMENT,6,4,7.559999943,125.9499969,Late delivery,1,46,Indoor/Outdoor Games,Augusta,EE. UU.,8905,Consumer,GA,7,Fan Shop,Pacific Asia,Calamba,Filipinas,8905,2/16/2016 6:36,28175,1014,23.98999977,0.159999996,70460,49.97999954,0.059999999,3,149.9400024,125.9499969,7.559999943,Southeast Asia,Calabarzón,PENDING_PAYMENT,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,2/22/2016 6:36,Standard Class
TRANSFER,3,4,-51.04999924,278.980011,Advance shipping,0,43,Camping & Hiking,Chino,EE. UU.,4813,Corporate,CA,7,Fan Shop,LATAM,Querétaro,México,4813,2/16/2017 8:11,53252,957,21.0,0.07,133070,299.980011,-0.180000007,1,299.980011,278.980011,-51.04999924,Central America,Querétaro,PROCESSING,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2/19/2017 8:11,Standard Class
DEBIT,5,4,109.1900024,335.980011,Late delivery,1,45,Fishing,Manchester,EE. UU.,9405,Consumer,CT,7,Fan Shop,LATAM,Monterrey,México,9405,2/18/2015 1:41,3294,1004,64.0,0.159999996,8187,399.980011,0.330000013,1,399.980011,335.980011,109.1900024,Central America,Nuevo León,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2/23/2015 1:41,Standard Class
PAYMENT,2,1,46.33000183,128.6900024,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,5781,Consumer,CA,4,Apparel,LATAM,Managua,Nicaragua,5781,2/18/2017 18:42,53419,403,1.299999952,0.01,133478,129.9900055,0.360000014,1,129.9900055,128.6900024,46.33000183,Central America,Managua,PENDING_PAYMENT,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/20/2017 18:42,First Class
PAYMENT,5,4,-491.980011,327.980011,Late delivery,1,45,Fishing,New Orleans,EE. UU.,11077,Consumer,LA,7,Fan Shop,LATAM,Buenos Aires,Argentina,11077,2/19/2017 17:28,53484,1004,72.0,0.180000007,133654,399.980011,-1.5,1,399.980011,327.980011,-491.980011,South America,Buenos Aires,PENDING_PAYMENT,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2/24/2017 17:28,Standard Class
DEBIT,2,1,7.28000021,97.0,Late delivery,1,24,Women's Apparel,Chino Hills,EE. UU.,9172,Consumer,CA,5,Golf,LATAM,Arapiraca,Brasil,9172,2/20/2015 16:44,3474,502,3.0,0.029999999,8631,50.0,0.079999998,2,100.0,97.0,7.28000021,South America,Alagoas,ON_HOLD,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/22/2015 16:44,First Class
DEBIT,2,4,78.30000305,173.9900055,Advance shipping,0,48,Water Sports,Toms River,EE. UU.,9600,Consumer,NJ,7,Fan Shop,LATAM,Querétaro,México,9600,2/20/2017 1:11,53506,1073,26.0,0.129999995,133708,199.9900055,0.449999988,1,199.9900055,173.9900055,78.30000305,Central America,Querétaro,ON_HOLD,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,2/22/2017 1:11,Standard Class
TRANSFER,5,2,10.56000042,120.0,Late delivery,1,24,Women's Apparel,Irwin,EE. UU.,7595,Home Office,PA,5,Golf,LATAM,Mexico City,México,7595,2/22/2017 5:02,53654,502,30.0,0.200000003,134121,50.0,0.090000004,3,150.0,120.0,10.56000042,Central America,Distrito Federal,PROCESSING,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/27/2017 5:02,Second Class
TRANSFER,2,1,37.58000183,79.97000122,Late delivery,1,46,Indoor/Outdoor Games,Bend,EE. UU.,123,Corporate,OR,7,Fan Shop,LATAM,Puebla,México,123,2/24/2015 18:50,3754,1014,19.98999977,0.200000003,9334,49.97999954,0.469999999,2,99.95999908,79.97000122,37.58000183,Central America,Puebla,PENDING,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,2/26/2015 18:50,First Class
